一股劲儿	yī/gǔ/jìn/er
一股脑儿	yī/gǔ/nǎo/er
一肢一节	yī/zhī/yī/jié
一肢半节	yī/zhī/bàn/jié
一脉同气	yī/mài/tóng/qì
一脉相传	yī/mài/xiāng/chuán
一脉相承	yī/mài/xiāng/chéng
一脉相通	yī/mài/xiāng/tōng
一脉香烟	yī/mài/xiāng/yān
一脚不移	yī/jiǎo/bù/yí
一臂之力	yī/bì/zhī/lì
一至于斯	yī/zhì/yú/sī
一至于此	yī/zhì/yú/cǐ
一致	yí/zhì
一致百虑	yī/zhì/bǎi/lǜ
一般	yì/bān
一般无二	yī/bān/wú/èr
一般见识	yī/bān/jiàn/shí
一艘船	yì/sōu/chuán
一花独放	yī/huā/dú/fàng
一苇可航	yī/wěi/kě/háng
一草一木	yī/cǎo/yī/mù
一落千丈	yī/luò/qiān/zhàng
一薰一莸	yī/xūn/yī/yóu
一虎不河	yī/hǔ/bù/hé
一蛇两头	yī/shé/liǎng/tóu
一蟹不如一蟹	yī/xiè/bù/rú/yī/xiè
一行	yī/xíng
一行人	yī/xíng/rén
一行作吏	yī/xíng/zuò/lì
一衣带水	yī/yī/dài/shuǐ
一表人才	yī/biǎo/rén/cái
一表人材	yī/biǎo/rén/cái
一表人物	yī/biǎo/rén/wù
一表堂堂	yī/biǎo/táng/táng
一表非俗	yī/biǎo/fēi/sú
一表非凡	yī/biǎo/fēi/fán
一褱而论	yī/huái/ér/lùn
一见了然	yī/jiàn/le/rán
一见倾心	yī/jiàn/qīng/xīn
一见如故	yī/jiàn/rú/gù
一见如旧	yī/jiàn/rú/jiù
一见钟情	yī/jiàn/zhōng/qíng
一视同仁	yī/shì/tóng/rén
一览无余	yī/lǎi/wú/yú
一览无遗	yì/lǎn/wú/yí
一觉	yī/jiào
一觞一咏	yī/shāng/yī/yǒng
一触即发	yī/chù/jí/fā
一触即溃	yī/chù/jí/kuì
一言一行	yī/yán/yī/xíng
一言不发	yī/yán/bù/fā
一言两语	yī/yán/liǎng/yǔ
一言丧邦	yī/yán/sàng/bāng
一言中的	yì/yán/zhòng/dì
一言为定	yī/yán/wéi/dìng
一言九鼎	yì/yán/jiǔ/dǐng
一言以蔽之	yī/yán/yǐ/bì/zhī
一言兴邦	yī/yán/xīng/bāng
一言千金	yī/yán/qiān/jīn
一言半句	yī/yán/bàn/jù
一言半语	yī/yán/bàn/yǔ
一言半辞	yī/yán/bàn/cí
一言堂	yī/yán/táng
一言既出，驷马难追	yī/yán/jì/chū/<py_unk>/sì/mǎ/nán/zhuī
一言难尽	yī/yán/nán/jìn
一语中人	yī/yǔ/zhòng/rén
一语中的	yī/yǔ/zhòng/dì
一语双关	yī/yǔ/shuāng/guān
一语破的	yī/yǔ/pò/dì
一语道破	yī/yǔ/dào/pò
一误再误	yī/wù/zài/wù
一诺千金	yí/nuò/qiān/jīn
一诺无辞	yī/nuò/wú/cí
一谦四益	yī/qiān/sì/yì
一谷不升	yī/gǔ/bù/shēng
一谷不登	yī/gǔ/bù/dēng
一败如水	yī/bài/rú/shuǐ
一败涂地	yī/bài/tú/dì
一贫如洗	yī/pín/rú/xǐ
一贯	yí/guàn
一资半级	yī/zī/bàn/jí
一走了之	yī/zǒu/liǎo/zhī
一起	yì/qǐ
一跌不振	yī/diē/bù/zhèn
一路平安	yí/lù/píng/ān
一路神祇	yī/lù/shén/qí
一路福星	yī/lù/fú/xīng
一路货色	yī/lù/huò/sè
一路顺风	yī/lù/shùn/fēng
一路风尘	yī/lù/fēng/chén
一路风清	yī/lù/fēng/qīng
一蹴可几	yī/cù/kě/jǐ
一蹴而就	yí/cù/ér/jiù
一蹴而得	yī/cù/ér/dé
一蹴而成	yī/cù/ér/chéng
一蹶不兴	yī/juě/bù/xīng
一蹶不振	yī/jué/bù/zhèn
一身两头	yī/shēn/liǎng/tóu
一身两役	yī/shēn/liǎng/yì
一身二任	yī/shēn/èr/rèn
一身五心	yī/shēn/wǔ/xīn
一身是胆	yī/shēn/shì/dǎn
一身而二任	yī/shēn/ér/èr/rèn
一身都是胆	yī/shēn/dōu/shì/dǎn
一轨同风	yī/guǐ/tóng/fēng
一转眼	yī/zhuǎn/yǎn
一轰而散	yī/hōng/ér/sàn
一辞同轨	yī/cí/tóng/guǐ
一辞莫赞	yī/cí/mò/zàn
一边倒	yī/biān/dǎo
一迎一和	yī/yíng/yī/hé
一还一报	yī/huán/yī/bào
一退六二五	yī/tuī/liù/èr/wǔ
一通	yí/tòng
一通百通	yī/tōng/bǎi/tōng
一邱之貉	yī/qiū/zhī/hè
一醉解千愁	yī/zuì/jiě/qiān/chóu
一重一掩	yī/chóng/yī/yǎn
一针一线	yī/zhēn/yī/xiàn
一针一缐	yī/zhēn/yī/yú
一针见血	yī/zhēn/jiàn/xiě
一钱不值	yī/qián/bù/zhí
一钱不名	yī/qián/bù/míng
一钱不落虚空地	yī/qián/bù/luò/xū/kōng/dì
一钱如命	yī/qián/rú/mìng
一锅粥	yī/guō/zhōu
一锤子买卖	yī/chuí/zi/mǎi/mài
一锤定音	yī/chuí/dìng/yīn
一长一短	yī/cháng/yī/duǎn
一长两短	yī/cháng/liǎng/duǎn
一长串	yī/cháng/chuàn
一长二短	yī/cháng/èr/duǎn
一长半短	yī/cháng/bàn/duǎn
一门同气	yī/mén/tóng/qì
一门心思	yī/mén/xīn/sī
一问三不知	yī/wèn/sān/bù/zhī
一闻千悟	yī/wén/qiān/wù
一阵风	yī/zhèn/fēng
一阶半级	yī/jiē/bàn/jí
一阶半职	yī/jiē/bàn/zhí
一隅	yì/yú
一隅三反	yī/yú/sān/fǎn
一隅之地	yī/yú/zhī/dì
一隅之见	yī/yú/zhī/jiàn
一隅之说	yī/yú/zhī/shuō
一雕双兔	yī/diāo/shuāng/tù
一雷二闪	yī/léi/èr/shǎn
一霎那	yī/shà/nà
一面	yí/miàn
一面之交	yī/miàn/zhī/jiāo
一面之款	yī/miàn/zhī/kuǎn
一面之缘	yí/miàn/zhī/yuán
一面之识	yī/miàn/zhī/shí
一面之词	yī/miàn/zhī/cí
一面之辞	yī/miàn/zhī/cí
一面之雅	yī/miàn/zhī/yǎ
一面倒	yí/miàn/dǎo
一面如旧	yī/miàn/rú/jiù
一鞭一条痕	yī/biān/yī/tiáo/hén
一鞭先著	yī/biān/xiān/zhuó
一顾倾城	yī/gù/qīng/chéng
一顾千金	yī/gù/qiān/jīn
一颦一笑	yī/pín/yī/xiào
一风吹	yī/fēng/chuī
一飞冲天	yī/fēi/chōng/tiān
一饥两饱	yī/jī/liǎng/bǎo
一饭三吐哺	yī/fàn/sān/tǔ/bǔ
一饭之德	yī/fàn/zhī/dé
一饭千金	yī/fàn/qiān/jīn
一饮一啄	yī/yǐn/yī/zhuó
一馈十起	yī/kuì/shí/qǐ
一马一鞍	yī/mǎ/yī/ān
一马平川	yī/mǎ/píng/chuān
一马当先	yī/mǎ/dāng/xiān
一驮粮	yí/duò/liáng
一骨碌	yī/gū/lù
一高二低	yī/gāo/èr/dī
一鳞一爪	yī/lín/yī/zhǎo
一鳞半爪	yī/lín/bàn/zhǎo
一鳞半甲	yī/lín/bàn/jiǎ
一鳞片爪	yī/lín/piàn/zhǎo
一鳞片甲	yī/lín/piàn/jiǎ
一鸣惊人	yì/míng/jīng/rén
一麾出守	yī/huī/chū/shǒu
一鼓一板	yī/gǔ/yī/bǎn
一鼓作气	yī/gǔ/zuò/qì
一鼻子灰	yī/bí/zǐ/huī
一鼻孔出气	yī/bí/kǒng/chū/qì
一齐	yī/qí
一齐众楚	yī/qí/zhòng/chǔ
一龙一猪	yī/lóng/yī/zhū
一龙一蛇	yī/lóng/yī/shé
丁一卯二	dīng/yī/mǎo/èr
丁一确二	dīng/yī/què/èr
丁丁	dīng/dīng
丁丁当当	dīng/dīng/dāng/dāng
丁丑	dīng/chǒu
丁东	dīng/dōng
丁亥	dīng/hài
丁公凿井	dīng/gōng/záo/jǐng
丁公藤	dīng/gōng/téng
丁冬	dīng/dōng
丁卯	dīng/mǎo
丁坝	dīng/bà
丁字	dīng/zì
丁字尺	dīng/zì/chǐ
丁字街	dīng/zì/jiē
丁宁	dīng/níng
丁当	dīng/dāng
丁忧	dīng/yōu
丁是丁，卯是卯	dīng/shì/dīng/<py_unk>/mǎo/shì/mǎo
丁未	dīng/wèi
丁点儿	dīng/diǎn/er
丁艰	dīng/jiān
丁零	dīng/líng
丁零当啷	dīng/líng/dāng/lāng
丁香	dīng/xiāng
七七八八	qī/qī/bā/bā
七上八下	qī/shàng/bā/xià
七上八落	qī/shàng/bā/luò
七了八当	qī/le/bā/dāng
七事八事	qī/shì/bā/shì
七十二行	qī/shí/èr/háng
七口八嘴	qī/kǒu/bā/zuǐ
七叶一枝花	qī/yè/yī/zhī/huā
七叶树	qī/yè/shù
七嘴八张	qī/zuǐ/bā/zhāng
七嘴八舌	qī/zuǐ/bā/shé
七大	qī/dà
七大八小	qī/dà/bā/xiǎo
七大洲	qī/dà/zhōu
七子八婿	qī/zǐ/bā/xù
七孔生烟	qī/kǒng/shēng/yān
七尺之躯	qī/chǐ/zhī/qū
七年之病，求三年之艾	qī/nián/zhī/bìng/<py_unk>/qiú/sān/nián/zhī/ài
七开八得	qī/kāi/bā/dé
七张八嘴	qī/zhāng/bā/zuǐ
七弯八拐	qī/wān/bā/guǎi
七情六欲	qī/qíng/liù/yù
七慌八乱	qī/huāng/bā/luàn
七手八脚	qī/shǒu/bā/jiǎo
七扭八歪	qī/niǔ/bā/wāi
七折八扣	qī/zhé/bā/kòu
七担八挪	qī/dān/bā/nuó
七拉八扯	qī/lā/bā/chě
七拱八翘	qī/gǒng/bā/qiào
七拼八凑	qī/pīn/bā/còu
七捞八攘	qī/lāo/bā/rǎng
七损八伤	qī/sǔn/bā/shāng
七损八益	qī/sǔn/bā/yì
七推八阻	qī/tuī/bā/zǔ
七搭八扯	qī/dā/bā/chě
七搭八搭	qī/cháng/bā/dā
七擒七纵	qī/qín/qī/zòng
七支八搭	qī/zhī/bā/dā
七断八续	qī/duàn/bā/sù
七日来复	qī/rì/lái/fù
七棱八瓣	qī/léng/bā/bàn
七横八竖	qī/héng/bā/shù
七次量衣一次裁	qī/cì/liáng/yī/yī/cì/cái
七步之才	qī/bù/zhī/cái
七步八叉	qī/bù/bā/chā
七步成章	qī/bù/chéng/zhāng
七步成诗	qī/bù/chéng/shī
七歪八扭	qī/wāi/bā/niǔ
七死七生	qī/sǐ/qī/shēng
七死八活	qī/sǐ/bā/huó
七湾八扭	qī/wān/bā/niǔ
七湾八拐	qī/wān/bā/guǎi
七满八平	qī/mǎn/bā/píng
七生七死	qī/shēng/qī/sǐ
七男八婿	qī/nán/bā/xù
七疮八孔	qī/chuāng/bā/kǒng
七病八倒	qī/bìng/bā/dǎo
七相五公	qī/xiāng/wǔ/gōng
七破八补	qī/pò/bā/bǔ
七穿八洞	qī/chuān/bā/dòng
七穿八烂	qī/chuān/bā/làn
七窍冒火	qī/qiào/mào/huǒ
七窍玲珑	qī/qiào/líng/lóng
七窍生烟	qī/qiào/shēng/yān
七窝八代	qī/wō/bā/dài
七纵七擒	qī/zòng/qī/qín
七纵七禽	qī/zòng/qī/qín
七纵八横	qī/zòng/bā/héng
七老八倒	qī/lǎo/bā/dǎo
七老八十	qī/lǎo/bā/shí
七脚八手	qī/jiǎo/bā/shǒu
七舌八嘴	qī/shé/bā/zuǐ
七行俱下	qī/háng/jù/xià
七言八语	qī/yán/bā/yǔ
七贞九烈	qī/zhēn/jiǔ/liè
七足八手	qī/zú/bā/shǒu
七返丹	qī/fǎn/dān
七返还丹	qī/fǎn/huán/dān
七鄐八手	qī/xì/bā/shǒu
七长八短	qī/cháng/bā/duǎn
七零八碎	qī/líng/bā/suì
七零八落	qī/líng/bā/luò
七青八黄	qī/qīng/bā/huáng
七颠八倒	qī/diān/bā/dǎo
七首八脚	qī/shǒu/bā/jiǎo
七高八低	qī/gāo/bā/dī
万一	wàn/yī
万万	wàn/wàn
万万千千	wàn/wàn/qiān/qiān
万丈	wàn/zhàng
万丈高楼平地起	wàn/zhàng/gāo/lóu/píng/dì/qǐ
万不失一	wàn/bù/shī/yī
万不得已	wàn/bù/dé/yǐ
万世	wàn/shì
万世一时	wàn/shì/yī/shí
万世不易	wàn/shì/bù/yì
万世师表	wàn/shì/shī/biǎo
万世无疆	wàn/shì/wú/jiāng
万世流芳	wàn/shì/liú/fāng
万事	wàn/shì
万事亨通	wàn/shì/hēng/tōng
万事俱备	wàn/shì/jù/bèi
万事俱备，只欠东风	wàn/shì/jù/bèi/<py_unk>/zhǐ/qiàn/dōng/fēng
万事大吉	wàn/shì/dà/jí
万事通	wàn/shì/tōng
万人之敌	wàn/rén/zhī/dí
万人坑	wàn/rén/kēng
万人空巷	wàn/rén/kōng/xiàng
万代千秋	wàn/dài/qiān/qiū
万众	wàn/zhòng
万众一心	wàn/zhòng/yī/xīn
万俟	mò/qí
万儿八千	wàn/ér/bā/qiān
万全	wàn/quán
万全之策	wàn/quán/zhī/cè
万全之计	wàn/quán/zhī/jì
万分	wàn/fēn
万别千差	wàn/bié/qiān/chā
万劫不复	wàn/jié/bù/fù
万千	wàn/qiān
万卷	wàn/juàn
万历	wàn/lì
万变不离其宗	wàn/biàn/bù/lí/qí/zōng
万口一词	wàn/kǒu/yī/cí
万口一谈	wàn/kǒu/yī/tán
万口一辞	wàn/kǒu/yī/cí
万古	wàn/gǔ
万古千秋	wàn/gǔ/qiān/qiū
万古流芳	wàn/gǔ/liú/fāng
万古留芳	wàn/gǔ/liú/fāng
万古长存	wàn/gǔ/cháng/cún
万古长春	wàn/gǔ/cháng/chūn
万古长青	wàn/gǔ/cháng/qīng
万国	wàn/guó
万壑争流	wàn/hè/zhēng/liú
万壑千岩	wàn/hè/qiān/yán
万夫不当	wàn/fū/bù/dāng
万夫不当之勇	wàn/fū/bù/dāng/zhī/yǒng
万夫莫当	wàn/fū/mò/dāng
万头攒动	wàn/tóu/cuán/dòng
万安	wàn/ān
万家灯火	wàn/jiā/dēng/huǒ
万家生佛	wàn/jiā/shēng/fó
万寿无疆	wàn/shòu/wú/jiāng
万岁	wàn/suì
万岁千秋	wàn/suì/qiān/qiū
万年	wàn/nián
万年历	wàn/nián/lì
万年无疆	wàn/nián/wú/jiāng
万年青	wàn/nián/qīng
万幸	wàn/xìng
万应灵丹	wàn/yìng/líng/dān
万应灵药	wàn/yìng/líng/yào
万应锭	wàn/yìng/dìng
万念俱寂	wàn/niàn/jù/jì
万念俱灰	wàn/niàn/jù/huī
万恨千愁	wàn/hèn/qiān/chóu
万恶	wàn/è
万户侯	wàn/hù/hòu
万户千门	wàn/hù/qiān/mén
万方	wàn/fāng
万无一失	wàn/wú/yī/shī
万有	wàn/yǒu
万有引力	wàn/yǒu/yǐn/lì
万机	wàn/jī
万死	wàn/sǐ
万死一生	wàn/sǐ/yī/shēng
万死不辞	wàn/sǐ/bù/cí
万死犹轻	wàn/sǐ/yóu/qīng
万民	wàn/mín
万民涂炭	wàn/mín/tú/tàn
万水千山	wàn/shuǐ/qiān/shān
万流景仰	wàn/liú/jǐng/yǎng
万物	wàn/wù
万物之灵	wàn/wù/zhī/líng
万状	wàn/zhuàng
万目睚眦	wàn/mù/yá/zì
万目睽睽	wàn/mù/kuí/kuí
万福	wàn/fú
万端	wàn/duān
万签插架	wàn/qiān/chā/jià
万箭攒心	wàn/jiàn/cuán/xīn
万箭穿心	wàn/jiàn/chuān/xīn
万籁	wàn/lài
万籁俱寂	wàn/lài/jù/jì
万籁无声	wàn/lài/wú/shēng
万紫千红	wàn/zǐ/qiān/hóng
万绪千头	wàn/xù/qiān/tóu
万绪千端	wàn/xù/qiān/duān
万缕千丝	wàn/lǚ/qiān/sī
万能	wàn/néng
万般	wàn/bān
万花筒	wàn/huā/tǒng
万苦千辛	wàn/kǔ/qiān/xīn
万语千言	wàn/yǔ/qiān/yán
万象	wàn/xiàng
万象更新	wàn/xiàng/gēng/xīn
万象森罗	wàn/xiàng/sēn/luó
万贯	wàn/guàn
万贯家私	wàn/guàn/jiā/sī
万贯家财	wàn/guàn/jiā/cái
万赖俱寂	wàn/lài/jù/jì
万赖无声	wàn/lài/wú/shēng
万载千秋	wàn/zài/qiān/qiū
万选青钱	wàn/xuǎn/qīng/qián
万里无云	wàn/lǐ/wú/yún
万里迢迢	wàn/lǐ/tiáo/tiáo
万里长城	wàn/lǐ/cháng/chéng
万里长征	wàn/lǐ/cháng/zhēng
万里鹏程	wàn/lǐ/péng/chéng
万里鹏翼	wàn/lǐ/péng/yì
万金	wàn/jīn
万金油	wàn/jīn/yóu
万难	wàn/nán
万顷	wàn/qǐng
万马奔腾	wàn/mǎ/bēn/téng
万马齐喑	wàn/mǎ/qí/yīn
丈二和尚	zhàng/èr/hé/shàng
丈八蛇矛	zhàng/bā/shé/máo
丈夫	zhàng/fū
丈量	zhàng/liáng
三三两两	sān/sān/liǎng/liǎng
三三五五	sān/sān/wǔ/wǔ
三三四四	sān/sān/sì/sì
三下五除二	sān/xià/wǔ/chú/èr
三不拗六	sān/bù/niù/liù
三不知	sān/bù/zhī
三不管	sān/bù/guǎn
三个世界	sān/gè/shì/jiè
三个臭皮匠，赛过诸葛亮	sān/gè/chòu/pí/jiàng/<py_unk>/sài/guò/zhū/gě/liàng
三个面向	sān/gè/miàn/xiàng
三五成群	sān/wǔ/chéng/qún
三亲六故	sān/qīn/liù/gù
三亲六眷	sān/qīn/liù/juàn
三亲四眷	sān/qīn/sì/juàn
三人为众	sān/rén/wèi/zhòng
三人成虎	sān/rén/chéng/hǔ
三人行，必有我师	sān/rén/xíng/<py_unk>/bì/yǒu/wǒ/shī
三从四德	sān/cóng/sì/dé
三令五申	sān/lìng/wǔ/shēn
三位一体	sān/wèi/yī/tǐ
三余读书	sān/yú/dú/shū
三八作风	sān/bā/zuò/fēng
三八节	sān/bā/jié
三六九等	sān/liù/jiǔ/děng
三兽渡河	sān/shòu/dù/hé
三写成乌	sān/xiě/chéng/wū
三写易字	sān/xiě/yì/zì
三冬二夏	sān/dōng/èr/xià
三分	sān/fēn
三分似人，七分似鬼	sān/fēn/sì/rén/<py_unk>/qī/fēn/sì/guǐ
三分像人，七分似鬼	sān/fēn/xiàng/rén/<py_unk>/qī/fēn/sì/guǐ
三分像人，七分像鬼	sān/fēn/xiàng/rén/<py_unk>/qī/fēn/xiàng/guǐ
三分鼎立	sān/fēn/dǐng/lì
三分鼎足	sān/fēn/dǐng/zú
三副	sān/fù
三北	sān/běi
三十三天	sān/shí/sān/tiān
三十六	sān/shí/liù
三十六策	sān/shí/liù/cè
三十六策，走为上策	sān/shí/liù/cè/<py_unk>/zǒu/wéi/shàng/cè
三十六行	sān/shí/liù/háng
三十六计	sān/shí/liù/jì
三十六计，走为上计	sān/shí/liù/jì/<py_unk>/zǒu/wéi/shàng/jì
三十年河东，三十年河西	sān/shí/nián/hé/dōng/<py_unk>/sān/shí/nián/hé/xī
三十而立	sān/shí/ér/lì
三占从二	sān/zhān/cóng/èr
三叉戟	sān/chā/jǐ
三反四覆	sān/fǎn/sì/fù
三叠阳关	sān/dié/yáng/guān
三句不离本行	sān/jù/bù/lí/běn/háng
三句话不离本行	sān/jù/huà/bù/lí/běn/háng
三只手	sān/zhī/shǒu
三台	sān/tái
三台八座	sān/tái/bā/zuò
三叶虫	sān/yè/chóng
三号	sān/hào
三合	sān/hé
三合会	sān/hé/huì
三合土	sān/hé/tǔ
三合房	sān/hé/fáng
三合板	sān/hé/bǎn
三吐三握	sān/tǔ/sān/wò
三告投杼	sān/gào/tóu/zhù
三命而俯	sān/mìng/ér/fǔ
三回九转	sān/huí/jiǔ/zhuǎn
三回五次	sān/huí/wǔ/cì
三坟五典	sān/fén/wǔ/diǎn
三复斯言	sān/fù/sī/yán
三复白圭	sān/fù/bái/guī
三大作风	sān/dà/zuò/fēng
三大差别	sān/dà/chā/bié
三大战役	sān/dà/zhàn/yì
三大政策	sān/dà/zhèng/cè
三大法宝	sān/dà/fǎ/bǎo
三天两头	sān/tiān/liǎng/tóu
三天两宿	sān/tiān/liǎng/xiǔ
三天打鱼，两天晒网	sān/tiān/dǎ/yú/<py_unk>/liǎng/tiān/shài/wǎng
三夫之对	sān/fū/zhī/duì
三夫之言	sān/fū/zhī/yán
三夫成市虎	sān/fū/chéng/shì/hǔ
三头两日	sān/tóu/liǎng/rì
三头两绪	sān/tóu/liǎng/xù
三头两面	sān/tóu/liǎng/miàn
三头八臂	sān/tóu/bā/bì
三头六臂	sān/tóu/liù/bì
三头六证	sān/tóu/liù/zhèng
三头六面	sān/tóu/liù/miàn
三头对案	sān/tóu/duì/àn
三好	sān/hǎo
三好两歉	sān/hǎo/liǎng/qiàn
三好两歹	sān/hǎo/liǎng/dǎi
三好二怯	sān/hǎo/èr/qiè
三妻四妾	sān/qī/sì/qiè
三姑六婆	sān/gū/liù/pó
三婆两嫂	sān/pó/liǎng/sǎo
三媒六证	sān/méi/liù/zhèng
三宫六院	sān/gōng/liù/yuàn
三家村	sān/jiā/cūn
三寸不烂之舌	sān/cùn/bù/làn/zhī/shé
三寸之舌	sān/cùn/zhī/shé
三寸鸟，七寸嘴	sān/cùn/niǎo/<py_unk>/qī/cùn/zuǐ
三对六面	sān/duì/liù/miàn
三尸五鬼	sān/shī/wǔ/guǐ
三尸暴跳	sān/shī/bào/tiào
三山五岳	sān/shān/wǔ/yuè
三差两错	sān/chā/liǎng/cuò
三差五错	sān/chā/wǔ/cuò
三平二满	sān/píng/èr/mǎn
三年之艾	sān/nián/zhī/ài
三年五载	sān/nián/wǔ/zài
三年化碧	sān/nián/huà/bì
三度	sān/dù
三座大山	sān/zuò/dà/shān
三徙成国	sān/xǐ/chéng/guó
三徙成都	sān/xǐ/chéng/dōu
三心两意	sān/xīn/liǎng/yì
三心二意	sān/xīn/èr/yì
三思	sān/sī
三思而后行	sān/sī/ér/hòu/xíng
三思而行	sān/sī/ér/xíng
三怨成府	sān/yuàn/chéng/fǔ
三战三北	sān/zhān/sān/běi
三户亡秦	sān/hù/wáng/qín
三折肱	sān/zhé/gōng
三折肱为良医	sān/zhé/gōng/wéi/liáng/yī
三折肱，为良医	sān/zhé/gōng/<py_unk>/wéi/liáng/yī
三拳不敌四手	sān/quán/bù/dí/sì/shǒu
三拳两脚	sān/quán/liǎng/jiǎo
三推六问	sān/tuī/liù/wèn
三教	sān/jiào
三教九流	sān/jiào/jiǔ/liú
三日打鱼，两日晒网	sān/rì/dǎ/yú/<py_unk>/liǎng/rì/shài/wǎng
三日新妇	sān/rì/xīn/fù
三旨相公	sān/zhǐ/xiàng/gōng
三旬九食	sān/xún/jiǔ/shí
三星在天	sān/xīng/zài/tiān
三星在户	sān/xīng/zài/hù
三智五猜	sān/zhì/wǔ/cāi
三更	sān/gēng
三更半夜	sān/gēng/bàn/yè
三曹对案	sān/cáo/duì/àn
三月不知肉味	sān/yuè/bù/zhī/ròu/wèi
三朋四友	sān/péng/sì/yǒu
三朝五日	sān/cháo/wǔ/rì
三朝元老	sān/cháo/yuán/lǎo
三期贤佞	sān/qī/xián/nìng
三权分立	sān/quán/fēn/lì
三杯通大道	sān/bēi/tōng/dà/dào
三棱镜	sān/léng/jìng
三榜定案	sān/bǎng/dìng/àn
三槐九棘	sān/huái/jiǔ/jí
三步两脚	sān/bù/liǎng/jiǎo
三毛七孔	sān/máo/qī/kǒng
三求四告	sān/qiú/sì/gào
三江七泽	sān/jiāng/qī/zé
三江五湖	sān/jiāng/wǔ/hú
三汤两割	sān/tāng/liǎng/gē
三汤五割	sān/tāng/wǔ/gē
三沐三熏	sān/mù/sān/xūn
三沐三薰	sān/mù/sān/xūn
三浴三衅	sān/yù/sān/xìn
三清四白	sān/qīng/sì/bái
三灾八难	sān/zāi/bā/nàn
三灾六难	sān/zāi/liù/nán
三熏三沐	sān/xūn/sān/mù
三牲五鼎	sān/shēng/wǔ/dǐng
三环五扣	sān/huán/wǔ/kòu
三班倒	sān/bān/dǎo
三班六房	sān/bān/liù/fáng
三瓦两巷	sān/wǎ/liǎng/xiàng
三瓦两舍	sān/wǎ/liǎng/shě
三生有幸	sān/shēng/yǒu/xìng
三番两次	sān/fān/liǎng/cì
三番五次	sān/fān/wǔ/cì
三病四痛	sān/bìng/sì/tòng
三百六十行	sān/bǎi/liù/shí/háng
三百瓮齑	sān/bǎi/wèng/jī
三皇五帝	sān/huáng/wǔ/dì
三盈三虚	sān/yíng/sān/xū
三相	sān/xiāng
三省吾身	sān/xǐng/wú/shēn
三窝两块	sān/wō/liǎng/kuài
三等九格	sān/děng/jiǔ/gé
三等九般	sān/děng/jiǔ/bān
三级跳远	sān/jí/tiào/yuǎn
三纲五常	sān/gāng/wǔ/cháng
三纸无驴	sān/zhǐ/wú/lǘ
三结合	sān/jié/hé
三缄其口	sān/jiān/qí/kǒu
三翻四复	sān/fān/sì/fù
三翻四覆	sān/fān/sì/fù
三老五更	sān/lǎo/wǔ/gēng
三老四少	sān/lǎo/sì/shǎo
三联单	sān/lián/dān
三脚两步	sān/jiǎo/liǎng/bù
三脚猫	sān/jiǎo/māo
三臡八菹	sān/ní/bā/zū
三舖八菹	sān/ní/bā/zū
三般两样	sān/bān/liǎng/yàng
三色堇	sān/sè/jǐn
三节	sān/jié
三节两寿	sān/jié/liǎng/shòu
三茶六礼	sān/chá/liù/lǐ
三茶六饭	sān/chá/liù/fàn
三荤五厌	sān/hūn/wǔ/yàn
三薰三沐	sān/xūn/sān/mù
三藏	sān/zàng
三蛇七鼠	sān/shé/qī/shǔ
三衅三浴	sān/xìn/sān/yù
三行	sān/xíng
三街两市	sān/jiē/liǎng/shì
三街六巷	sān/jiē/liù/xiàng
三街六市	sān/jiē/liù/shì
三角	sān/jiǎo
三角债	sān/jiǎo/zhài
三角函数	sān/jiǎo/hán/shù
三角学	sān/jiǎo/xué
三角形	sān/jiǎo/xíng
三角恋爱	sān/jiǎo/liàn/ài
三角板	sān/jiǎo/bǎn
三角洲	sān/jiǎo/zhōu
三角裤衩	sān/jiǎo/kù/chǎ
三角铁	sān/jiǎo/tiě
三言两句	sān/yán/liǎng/jù
三言两语	sān/yán/liǎng/yǔ
三言讹虎	sān/yán/é/hǔ
三谏之义	sān/jiàn/zhī/yì
三豕涉河	sān/shǐ/shè/hé
三贞九烈	sān/zhēn/jiǔ/liè
三贞五烈	sān/zhēn/wǔ/liè
三足鼎立	sān/zú/dǐng/lì
三跪九叩	sān/guì/jiǔ/kòu
三轮车	sān/lún/chē
三迁之教	sān/qiān/zhī/jiào
三过其门而不入	sān/guò/qí/mén/ér/bù/rù
三连冠	sān/lián/guàn
三迭阳关	sān/dié/yáng/guān
三邻四舍	sān/lín/sì/shè
三部曲	sān/bù/qǔ
三重	sān/chóng
三长两短	sān/cháng/liǎng/duǎn
三长四短	sān/cháng/sì/duǎn
三阳交泰	sān/yáng/jiāo/tai
三阳开泰	sān/yáng/kāi/tài
三面红旗	sān/miàn/hóng/qí
三顾茅庐	sān/gù/máo/lú
三顾草庐	sān/gù/cǎo/lú
三风十愆	sān/fēng/shí/qiān
三饥两饱	sān/jī/liǎng/bǎo
三首六臂	sān/shǒu/liù/bì
三马同槽	sān/mǎ/tóng/cáo
三魂七魄	sān/hún/qī/pò
三魂出窍	sān/hún/chū/qiào
三鲜	sān/xiān
上上	shàng/shàng
上上下下	shàng/shàng/xià/xià
上下	shàng/xià
上下一心	shàng/xià/yī/xīn
上下交困	shàng/xià/jiāo/kùn
上下其手	shàng/xià/qí/shǒu
上下同心	shàng/xià/tóng/xīn
上下同欲	shàng/xià/tóng/yù
上下同门	shàng/xià/tóng/mén
上下床	shàng/xià/chuáng
上下文	shàng/xià/wén
上下水	shàng/xià/shuǐ
